#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ゼクスグリーヴ,0,1,3,1,3,5,0,24,74,0,-2,3,-3,2,気絶,3,連撃,1,氷耐性,-2,,,,,電竜の棘殻,4,電竜の帯電膜,2,電竜の鱗,4,ドラグライト鉱石,5
ゼクスレギンス,0,2,3,1,3,5,0,12,37,0,-2,4,-3,2,気絶,3,連撃,1,氷耐性,-2,,,,,電竜の棘殻,4,電竜の帯電膜,2,電竜の鱗,4,ドラグライト鉱石,5
ガムートグリーヴ,0,1,3,0,3,5,0,26,76,-3,1,-1,3,2,野草知識,4,寒冷適応,2,火耐性,-2,,,,,巨獣の牙,2,巨獣の毛,4,巨獣の甲殻,2,ファンゴの毛皮,8
ガムートレギンス,0,2,3,0,3,5,0,13,38,-3,1,-1,4,2,野草知識,4,寒冷適応,2,火耐性,-2,,,,,巨獣の牙,2,巨獣の毛,4,巨獣の甲殻,2,ファンゴの毛皮,8
ディノグリーヴ,0,1,3,2,3,6,0,24,74,3,-3,1,0,-1,剣術,1,研磨術,1,水耐性,-2,,,,,斬竜の甲殻,4,斬竜の炎状殻,2,紅蓮石,2,跳狗竜の赤皮,4
ディノレギンス,0,2,3,2,3,6,0,12,37,4,-3,1,0,-1,研磨術,1,反動,1,水耐性,-2,,,,,斬竜の甲殻,4,斬竜の炎状殻,2,紅蓮石,2,跳狗竜の赤皮,4
ゴアグリーヴ,0,1,3,1,3,6,0,24,74,-2,2,-1,2,-2,回避性能,3,ガード性能,-2,,,,,,,黒蝕竜の甲殻,3,黒蝕竜の鱗,1,黒蝕竜の惨爪,2,翼蛇竜の皮,5
ゴアレギンス,0,2,3,1,3,6,0,12,37,-2,3,-1,2,-2,回避性能,3,ガード性能,-2,,,,,,,黒蝕竜の甲殻,3,黒蝕竜の鱗,1,黒蝕竜の惨爪,2,翼蛇竜の皮,5
レギオスグリーヴ,0,1,3,0,3,6,0,24,74,2,0,-3,-2,0,体術,3,抜刀会心,1,スタミナ,-2,,,,,千刃竜の刃鱗,5,千刃竜の爪,5,千刃竜の翼爪,3,上竜骨,4
レギオスレギンス,0,2,3,0,3,6,0,12,37,4,0,-3,-2,0,体術,3,射法,1,スタミナ,-2,,,,,千刃竜の刃鱗,5,千刃竜の爪,5,千刃竜の翼爪,3,上竜骨,4
レックスグリーヴ,0,1,3,1,3,6,0,24,74,2,0,-3,0,-2,聴覚保護,2,食事,2,回復量,-1,,,,,轟竜の鱗,4,轟竜の爪,5,轟竜の甲殻,3,ドラグライト鉱石,2
レックスレギンス,0,2,3,1,3,6,0,12,37,4,0,-3,0,-2,聴覚保護,2,食事,2,回復量,-1,,,,,轟竜の鱗,4,轟竜の爪,5,轟竜の甲殻,3,ドラグライト鉱石,2
キリンレガース,0,1,3,1,3,6,0,26,76,-1,-1,3,0,2,属性攻撃,3,加護,1,効果持続,-2,,,,,キリンの皮,1,ブヨブヨした皮,2,ゴム質の皮,3,電気袋,3
キリンブーツ,0,2,3,1,3,6,0,13,38,-1,-1,4,0,2,属性攻撃,3,加護,1,効果持続,-2,,,,,キリンの皮,1,ブヨブヨした皮,2,ゴム質の皮,3,電気袋,3
ブラキグリーヴ,0,1,3,2,3,6,0,24,74,2,-4,0,-2,0,細菌学,1,闘魂,1,乗り,-2,,,,,砕竜の甲殻,4,なぞの粘菌,2,砕竜の拳,2,ドラグライト鉱石,5
ブラキレギンス,0,2,3,2,3,6,0,12,37,2,-3,0,-2,0,細菌学,1,闘魂,1,乗り,-2,,,,,砕竜の甲殻,4,なぞの粘菌,2,砕竜の拳,2,ドラグライト鉱石,5
アークグリーヴ,1,1,3,0,3,6,0,26,76,-2,2,0,2,-4,匠,3,無傷,2,,,,,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の浄爪,3,上竜骨,4
アークレギンス,1,2,3,0,3,6,0,13,38,-2,2,0,2,-3,通常弾強化,2,無傷,2,,,,,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の浄爪,3,上竜骨,4
フィリアグリーヴ,2,1,3,0,3,6,0,26,76,-2,2,0,2,-4,匠,3,無傷,2,,,,,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の浄爪,3,上竜骨,4
フィリアレギンス,2,2,3,0,3,6,0,13,38,-2,2,0,2,-3,通常弾強化,2,無傷,2,,,,,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の浄爪,3,上竜骨,4
クシャナペイル,0,1,3,0,3,99,0,26,76,-1,2,-2,3,-3,耐暑,2,重撃,2,,,,,,,鋼龍の甲殻,3,鋼の龍鱗,4,鋼龍の爪,1,ドラグライト鉱石,3
クシャナハディ,0,2,3,0,3,99,0,13,38,-1,2,-2,5,-3,耐暑,2,重撃,2,,,,,,,鋼龍の甲殻,3,鋼の龍鱗,4,鋼龍の爪,1,ドラグライト鉱石,3
ミヅハ【具足】,0,1,3,0,3,99,0,26,76,-5,1,0,2,-3,聴覚保護,2,風圧,1,,,,,,,霞龍の皮,2,霞龍の翼膜,1,ブヨブヨした皮,2,黒真珠,5
トヨタマ【具足】,0,2,3,0,3,99,0,13,38,-4,1,0,2,-3,聴覚保護,2,風圧,1,,,,,,,霞龍の皮,2,霞龍の翼膜,1,ブヨブヨした皮,2,黒真珠,5
カイザーグリーヴ,0,1,3,1,3,99,0,26,76,4,-4,1,-1,-3,毒,2,炎熱適応,2,,,,,,,炎王龍の甲殻,3,炎龍の翼膜,2,紅蓮石,2,古龍の血,1
カイザーレギンス,0,2,3,1,3,99,0,13,38,4,-3,1,-1,-3,毒,2,炎熱適応,2,,,,,,,炎王龍の甲殻,3,炎龍の翼膜,2,紅蓮石,2,古龍の血,1
骸装甲【大腿骨】,0,1,3,1,3,99,0,26,76,-1,-1,-1,-1,-2,逆境,2,逆上,2,,,,,,,骸椎骨,2,骸体殻,2,発光する粘液,1,カワズの油,2
屍装甲【大腿骨】,0,2,3,1,3,99,0,13,38,-1,-1,-1,-1,-1,逆境,2,逆上,2,,,,,,,骸椎骨,2,骸体殻,2,発光する粘液,1,カワズの油,2
ブラックフット,0,1,3,1,99,5,0,24,74,2,2,2,2,-5,溜め短縮,2,属性耐性,1,,,,,,,黒い塊,1,黒いかけら,2,いにしえの秘薬,1,黒真珠,1
ブラックレグス,0,2,3,1,99,5,0,12,37,2,2,2,2,-4,属性耐性,1,溜め短縮,1,,,,,,,黒い塊,1,黒いかけら,2,いにしえの秘薬,1,黒真珠,1
クロオビグリーヴ,0,1,3,0,3,5,0,22,72,1,1,1,1,1,胴系統倍加,1,,,,,,,,,クロオビチケット,1,ゲリョスコイン,2,上竜骨,1,,
クロオビレギンス,0,2,3,0,3,5,0,11,36,1,1,1,1,2,胴系統倍加,1,,,,,,,,,クロオビチケット,1,ゲリョスコイン,2,上竜骨,1,,
ギルドバードブーツ,1,1,3,1,3,5,0,20,70,0,0,0,0,0,号令,2,運気,2,気まぐれ,-2,,,,,龍歴院チケット,1,黒狼鳥の翼,3,ドラグライト鉱石,3,,
ギルドバードフット,1,2,3,1,3,5,0,10,35,0,0,0,0,0,号令,2,運気,1,気まぐれ,-2,,,,,龍歴院チケット,1,黒狼鳥の翼,3,ドラグライト鉱石,3,,
メイドソックス,2,1,3,1,99,3,0,20,70,0,0,0,0,0,采配,2,運気,2,気まぐれ,-2,,,,,ココットチケット,1,ゲネポスの大皮,5,カンタロスの甲殻,3,,
プライベートタイツ,2,2,3,1,99,3,0,10,35,0,0,0,0,0,采配,2,運気,1,気まぐれ,-2,,,,,ココットチケット,1,ゲネポスの大皮,5,カンタロスの甲殻,3,,
ヘルパーソックス,2,1,3,1,99,5,0,20,70,0,0,0,0,0,広域,3,回復量,1,回復速度,-1,,,,,ポッケチケット,1,ライトクリスタル,2,大猪の皮,5,,
ヒーラーソックス,2,2,3,1,99,5,0,10,35,0,0,0,0,0,回復量,2,広域,2,気配,-1,,,,,ポッケチケット,1,ライトクリスタル,2,大猪の皮,5,,
撫子【球袴】,2,1,3,1,99,5,0,20,70,0,0,0,0,0,千里眼,2,観察眼,2,,,,,,,ユクモチケット,1,ユクモの木,2,鮮やかな体液,4,,
桔梗【球袴】,2,2,3,1,99,5,0,10,35,0,0,0,0,0,千里眼,2,観察眼,2,,,,,,,ユクモチケット,1,ユクモの木,2,鮮やかな体液,4,,
ユアミサンダル,0,0,3,0,99,6,0,10,35,-2,-2,-2,-2,0,剥ぎ取り,3,,,,,,,,,足湯チケット,1,希望の証,1,白兎獣の毛,3,,
グルニャンブーツ,0,1,3,2,99,6,0,22,72,1,1,1,1,1,回復量,2,,,,,,,,,希望の証,1,ビストロチケット,1,足湯チケット,1,暖かい毛皮,3
グルニャンフット,0,2,3,2,99,6,0,11,36,1,1,1,1,1,回復量,2,,,,,,,,,希望の証,1,ビストロチケット,1,足湯チケット,1,暖かい毛皮,3
レザーＳグリーヴ,0,1,4,1,4,7,0,24,100,0,0,0,0,0,採取,3,気まぐれ,1,,,,,,,上質な毛皮,2,上竜骨,2,ファンゴの上毛皮,1,,
レザーＳレギンス,0,2,4,1,4,7,0,12,88,0,1,1,0,0,採取,2,気まぐれ,1,,,,,,,上質な毛皮,2,上竜骨,2,ファンゴの上毛皮,1,,
チェーンＳグリーヴ,0,1,4,0,4,7,0,24,100,0,0,1,0,0,体力,5,,,,,,,,,カブレライト鉱石,2,マカライト鉱石,2,鉄鉱石,5,,
チェーンＳレギンス,0,2,4,0,4,7,0,12,88,0,0,1,1,0,体力,5,,,,,,,,,カブレライト鉱石,2,マカライト鉱石,2,鉄鉱石,5,,
ベルダーＳグリーヴ,0,1,4,0,4,7,0,26,102,0,1,0,0,0,加護,3,広域,1,,,,,,,上質な毛皮,2,ベルナチケット,1,雲羊鹿の毛玉,5,,
ベルダーＳレギンス,0,2,4,0,4,7,0,13,51,0,2,0,0,0,加護,3,広域,1,,,,,,,上質な毛皮,2,ベルナチケット,1,雲羊鹿の毛玉,5,,
ハントＳグリーヴ,0,1,4,2,4,7,0,26,102,1,0,0,0,0,高速設置,3,爆弾強化,1,,,,,,,カブレライト鉱石,2,ココットチケット,1,ファンゴの上毛皮,4,モンスターの体液,5
ハントＳレギンス,0,2,4,2,4,7,0,13,51,2,0,0,0,0,高速設置,3,爆弾強化,1,,,,,,,カブレライト鉱石,2,ココットチケット,1,ファンゴの上毛皮,4,モンスターの体液,5
マフモフＳブーツ,0,1,4,0,4,7,0,26,102,-1,0,0,2,0,耐寒,4,溜め短縮,2,,,,,,,上質な毛皮,2,ポッケチケット,1,ファンゴの上毛皮,3,,
マフモフＳタイツ,0,2,4,0,4,7,0,13,51,-1,0,0,4,0,耐寒,4,溜め短縮,2,,,,,,,上質な毛皮,2,ポッケチケット,1,ファンゴの上毛皮,3,,
ユクモノハカマ・天,0,1,4,1,4,7,0,26,102,0,0,1,0,0,達人,3,回避性能,2,,,,,,,ユクモの堅木,3,ユクモチケット,1,王族カナブン,2,,
ユクモノハカマ・地,0,2,4,1,4,7,0,13,51,0,0,2,0,0,達人,2,回避性能,2,,,,,,,ユクモの堅木,3,ユクモチケット,1,王族カナブン,2,,
ロックラックＳブーツ,0,0,4,1,4,7,0,15,53,1,0,0,0,2,耐暑,4,運搬,4,,,,,,,上質な腹袋,3,モンスターの濃汁,2,モンスターの体液,4,,
ハンターＳグリーヴ,0,1,4,2,4,7,0,26,102,0,0,0,0,0,捕獲,2,狩人,1,,,,,,,ファンゴの上毛皮,2,ドラグライト鉱石,3,竜骨【大】,2,上質な鳥竜骨,4
ハンターＳレギンス,0,2,4,2,4,7,0,13,51,0,0,0,0,0,捕獲,2,狩人,1,,,,,,,ファンゴの上毛皮,2,ドラグライト鉱石,3,竜骨【大】,2,上質な鳥竜骨,4
ハンターＲグリーヴ,0,1,4,1,6,99,0,22,98,0,0,0,0,0,観察眼,3,闘魂,1,ガード性能,-1,,,,,獰猛化エキス,1,電竜の上鱗,5,ドラグライト鉱石,10,獰猛化素材(上位pts),5
ハンターＲレギンス,0,2,4,1,6,99,0,11,49,0,0,0,0,0,観察眼,2,闘魂,1,反動,-1,,,,,獰猛化エキス,1,電竜の上鱗,5,ドラグライト鉱石,10,獰猛化素材(上位pts),5
ボーンＳグリーヴ,0,1,4,0,4,7,0,30,106,0,0,0,-1,0,笛,6,鈍器,3,攻撃,-2,,,,,上質な鳥竜骨,2,竜骨【小】,3,上竜骨,2,,
ボーンＳレギンス,0,2,4,0,4,7,0,15,53,0,0,0,-1,0,笛,6,変則射撃,3,攻撃,-2,,,,,上質な鳥竜骨,2,竜骨【小】,3,上竜骨,2,,
シルバーメタルブーツ,0,1,4,1,4,7,0,32,108,0,2,-2,0,0,火属性攻撃,8,属性攻撃,-2,,,,,,,カブレライト鉱石,3,ドラグライト鉱石,8,ドスヘラクレス,2,,
シルバーメタルフット,0,2,4,1,4,7,0,16,54,0,3,-2,0,0,火属性攻撃,8,属性攻撃,-2,,,,,,,カブレライト鉱石,3,ドラグライト鉱石,8,ドスヘラクレス,2,,
メルホアＳライース,0,1,4,0,4,7,0,32,108,0,1,1,0,0,採取,4,野草知識,2,,,,,,,王族カナブン,4,ドスビスカス,2,げどく草,10,秘薬,2
メルホアＳヴルツェル,0,2,4,0,4,7,0,16,54,0,1,1,0,0,採取,4,野草知識,2,,,,,,,王族カナブン,4,ドスビスカス,2,げどく草,10,秘薬,2
メルホアＵライース,0,1,4,1,4,7,0,28,104,0,1,1,0,0,採取,4,耐寒,2,,,,,,,ノヴァクリスタル,1,ドスビスカス,2,げどく草,10,秘薬,2
メルホアＵヴルツェル,0,2,4,1,4,7,0,14,52,0,1,1,0,0,採取,3,耐寒,2,,,,,,,ノヴァクリスタル,1,ドスビスカス,2,げどく草,10,秘薬,2
マカルパＳパンツ,0,1,4,2,4,7,0,36,112,1,2,-2,0,0,調合数,3,調合成功率,1,,,,,,,砂竜の上鱗,8,春夜鯉,2,古代魚,1,調合書②初級編,1
マカルパＳパルミュ,0,2,4,2,4,7,0,18,56,1,3,-2,0,0,調合数,3,調合成功率,1,,,,,,,砂竜の上鱗,8,春夜鯉,2,古代魚,1,調合書②初級編,1
マカルパＵパンツ,0,1,4,2,5,8,0,32,108,1,2,-2,0,0,調合成功率,5,,,,,,,,,水竜の上鱗,8,春夜鯉,2,古代魚,1,調合書③中級編,1
マカルパＵパルミュ,0,2,4,2,5,8,0,16,54,1,3,-2,0,0,調合成功率,5,,,,,,,,,水竜の上鱗,8,春夜鯉,2,古代魚,1,調合書③中級編,1
マギュルＳライース,0,1,4,0,4,7,0,36,112,-3,1,0,2,0,溜め短縮,5,体術,-2,,,,,,,王族カナブン,4,ペピポパンプキン,2,上質な腹袋,3,交易チケット,1
マギュルＳヴルツェル,0,2,4,0,4,7,0,18,56,-3,2,0,3,0,溜め短縮,5,体術,-2,,,,,,,王族カナブン,4,ペピポパンプキン,2,上質な腹袋,3,交易チケット,1
エーデルＳライース,0,1,4,0,4,7,0,34,110,-1,3,-1,0,0,広域,4,野草知識,3,気配,-2,,,,,大水袋,2,星見の花,2,ベルナチケット,1,ユクモの堅木,2
エーデルＳヴルツェル,0,2,4,0,4,7,0,17,55,-1,4,-1,0,0,広域,3,野草知識,2,気配,-2,,,,,大水袋,2,星見の花,2,ベルナチケット,1,ユクモの堅木,2
ランポスーツＳフット,0,1,4,0,4,7,0,20,96,1,2,1,1,1,運気,2,腹減り,-2,,,,,,,ランポスの大上皮,2,ランポスの大尖爪,2,上質な鳥竜骨,6,ランポスの皮,10
ランポスーツＳタイツ,0,2,4,0,4,7,0,10,48,1,3,1,1,1,運気,2,腹減り,-2,,,,,,,ランポスの大上皮,2,ランポスの大尖爪,2,上質な鳥竜骨,6,ランポスの皮,10
ギアノスーツフット,0,1,4,0,4,7,0,28,104,1,1,1,2,1,運気,2,加護,-2,,,,,,,ギアノスの大上皮,3,ギアノスの大尖爪,2,上質な毛皮,4,上質な鳥竜骨,3
ギアノスーツタイツ,0,2,4,0,4,7,0,14,52,1,1,1,3,1,運気,2,加護,-2,,,,,,,ギアノスの大上皮,3,ギアノスの大尖爪,2,上質な毛皮,4,上質な鳥竜骨,3
ゲネポスーツＳフット,0,1,4,0,4,7,0,20,96,1,1,2,1,1,運気,2,腹減り,-2,,,,,,,ゲネポスの大上皮,2,ゲネポスの大尖牙,2,上質な鳥竜骨,6,ゲネポスの皮,10
ゲネポスーツＳタイツ,0,2,4,0,4,7,0,10,48,1,1,3,1,1,運気,2,腹減り,-2,,,,,,,ゲネポスの大上皮,2,ゲネポスの大尖牙,2,上質な鳥竜骨,6,ゲネポスの皮,10
イーオスーツＳフット,0,1,4,0,5,8,0,20,96,2,1,1,1,1,運気,2,腹減り,-2,,,,,,,イーオスの大上皮,2,イーオスの上紫鱗,2,翼蛇竜の上皮,3,イーオスの皮,10
イーオスーツＳタイツ,0,2,4,0,5,8,0,10,48,3,1,1,1,1,運気,2,腹減り,-2,,,,,,,イーオスの大上皮,2,イーオスの上紫鱗,2,翼蛇竜の上皮,3,イーオスの皮,10
ガブラスーツＳフット,0,1,4,0,5,7,0,20,96,1,1,1,1,2,運気,2,腹減り,-2,,,,,,,翼蛇竜の上皮,3,縞模様の皮,5,獄炎石,2,上質な鳥竜骨,4
ガブラスーツＳタイツ,0,2,4,0,5,7,0,10,48,1,1,1,1,3,運気,2,腹減り,-2,,,,,,,翼蛇竜の上皮,3,縞模様の皮,5,獄炎石,2,上質な鳥竜骨,4
狩人の革臑当Ｓ,0,1,4,0,4,7,0,22,98,0,1,0,0,0,野草知識,6,,,,,,,,,上質な毛皮,3,ガウシカの角,5,ドラグライト鉱石,5,モンスターの濃汁,2
狩人の革長靴Ｓ,0,2,4,0,4,7,0,11,49,0,1,0,0,0,野草知識,6,,,,,,,,,上質な毛皮,3,ガウシカの角,5,ドラグライト鉱石,5,モンスターの濃汁,2
跳狗竜の革臑当Ｓ,0,1,4,2,4,7,0,22,98,0,0,1,0,0,減気攻撃,4,,,,,,,,,マッカォの上鱗,4,マッカォの皮,10,跳狗竜の赤皮,5,上質な鳥竜骨,4
跳狗竜の革長靴Ｓ,0,2,4,2,4,7,0,11,49,0,0,1,0,0,減気攻撃,4,,,,,,,,,マッカォの上鱗,4,マッカォの皮,10,跳狗竜の赤皮,5,上質な鳥竜骨,4
狗竜の革臑当Ｓ,0,1,4,2,4,7,0,22,98,0,0,0,1,0,達人,4,,,,,,,,,ジャギィの上鱗,4,ジャギィの皮,10,イーオスの紫鱗,5,上質な鳥竜骨,4
狗竜の革長靴Ｓ,0,2,4,2,4,7,0,11,49,0,0,0,1,0,達人,4,,,,,,,,,ジャギィの上鱗,4,ジャギィの皮,10,イーオスの紫鱗,5,上質な鳥竜骨,4
モスＳフット,0,0,4,0,4,7,0,19,57,0,0,0,0,0,茸食,4,,,,,,,,,ファンゴの上毛皮,4,モスの苔皮,2,上質な毛皮,3,キラビートル,5
リノプロＳグリーヴ,0,1,4,0,4,7,0,32,108,2,0,0,-2,0,砲術,3,水属性攻撃,2,,,,,,,草食竜の堅殻,3,竜骨【小】,6,カブレライト鉱石,2,,
リノプロＳレギンス,0,2,4,0,4,7,0,16,54,3,0,0,-2,0,水属性攻撃,2,砲術,2,,,,,,,草食竜の堅殻,3,竜骨【小】,6,カブレライト鉱石,2,,
ジャギィＳグリーヴ,0,1,4,1,4,7,0,28,104,-2,0,0,0,0,火属性攻撃,3,,,,,,,,,ジャギィの上鱗,4,上質な鳥竜骨,4,イーオスの上鱗,2,ドラグライト鉱石,4
ジャギィＳレギンス,0,2,4,1,4,7,0,14,52,-2,0,0,0,0,火属性攻撃,3,,,,,,,,,ジャギィの上鱗,4,上質な鳥竜骨,4,イーオスの上鱗,2,ドラグライト鉱石,4
ドロスＳグリーヴ,0,1,4,1,4,7,0,28,104,-2,4,-1,0,0,節食,3,体術,2,,,,,,,水生獣の上皮,4,水生獣の皮,6,上質な毛皮,3,水獣の鱗,4
ドロスＳレギンス,0,2,4,1,4,7,0,14,52,-2,5,-1,0,0,節食,3,体術,2,,,,,,,水生獣の上皮,4,水生獣の皮,6,上質な毛皮,3,水獣の鱗,4
マッカォＳグリーヴ,0,1,4,1,4,7,0,30,106,-2,0,0,0,0,跳躍,3,KO,1,,,,,,,跳狗竜の上鱗,3,跳狗竜の上赤皮,3,首鳴竜の皮,8,カブレライト鉱石,3
マッカォＳレギンス,0,2,4,1,4,7,0,15,53,-2,1,1,1,1,跳躍,2,KO,1,,,,,,,跳狗竜の上鱗,3,跳狗竜の上赤皮,3,首鳴竜の皮,8,カブレライト鉱石,3
ランポスＳグリーヴ,0,1,4,2,4,7,0,30,106,0,0,0,-2,0,気絶,3,麻痺,-1,,,,,,,ランポスの上鱗,3,ランポスの上皮,3,上質な鳥竜骨,4,マカライト鉱石,4
ランポスＳレギンス,0,2,4,2,4,7,0,15,53,0,1,1,-2,0,気絶,2,麻痺,-1,,,,,,,ランポスの上鱗,3,ランポスの上皮,3,上質な鳥竜骨,4,マカライト鉱石,4
ギアノスＳグリーヴ,0,1,4,3,4,7,0,30,106,0,0,-1,2,0,,,,,,,,,,,ギアノスの上鱗,3,ギアノスの上皮,5,黒蝕竜の甲殻,1,王族カナブン,3
ギアノスＳレギンス,0,2,4,3,4,7,0,15,53,0,0,-1,3,0,,,,,,,,,,,ギアノスの上鱗,3,ギアノスの上皮,5,黒蝕竜の甲殻,1,王族カナブン,3
ゲネポスＳグリーヴ,0,1,4,0,4,7,0,32,108,0,0,1,-2,0,雷属性攻撃,5,,,,,,,,,ゲネポスの大上皮,2,ゲネポスの上鱗,4,ドラグライト鉱石,5,上質な鳥竜骨,4
ゲネポスＳレギンス,0,2,4,0,4,7,0,16,54,1,0,2,-2,0,雷属性攻撃,5,,,,,,,,,ゲネポスの大上皮,2,ゲネポスの上鱗,4,ドラグライト鉱石,5,上質な鳥竜骨,4
EXゲネポスグリーヴ,0,1,4,1,5,99,0,36,112,0,0,1,-2,0,攻撃,2,特殊攻撃,2,属性攻撃,-2,,,,,虹色鉱石,1,ゲネポスの大上皮,4,ゲネポスの上鱗,5,マレコガネ,3
EXゲネポスレギンス,0,2,4,1,5,99,0,18,56,1,0,2,-2,0,攻撃,2,特殊攻撃,2,属性攻撃,-2,,,,,虹色鉱石,1,ゲネポスの大上皮,4,ゲネポスの上鱗,5,マレコガネ,3
イーオスＳグリーヴ,0,1,4,0,4,8,0,34,110,2,-1,-1,0,0,毒,5,気絶,-4,,,,,,,イーオスの上皮,2,イーオスの上鱗,4,上質な鳥竜骨,4,上竜骨,3
イーオスＳレギンス,0,2,4,0,4,8,0,17,55,3,-1,-1,0,0,毒,5,気絶,-4,,,,,,,イーオスの上皮,2,イーオスの上鱗,4,上質な鳥竜骨,4,上竜骨,3
EXイーオスグリーヴ,0,1,4,1,5,99,0,38,114,2,-1,-1,0,0,火耐性,3,根性,2,調合成功率,-2,,,,,虹色鉱石,1,イーオスの大上皮,4,イーオスの上鱗,5,ゴム質の上皮,2
EXイーオスレギンス,0,2,4,1,5,99,0,19,57,3,-1,-1,0,0,火耐性,3,根性,2,調合成功率,-2,,,,,虹色鉱石,1,イーオスの大上皮,4,イーオスの上鱗,5,ゴム質の上皮,2
ランゴＳグリーヴ,0,1,4,2,4,7,0,32,108,-2,1,1,1,2,特殊攻撃,3,属性攻撃,-2,,,,,,,ランゴスタの堅殻,3,ランゴスタの薄羽,2,ランゴスタの羽,4,モンスターの体液,5
ランゴＳレギンス,0,2,4,2,4,7,0,16,54,-2,2,2,2,3,特殊攻撃,2,属性攻撃,-2,,,,,,,ランゴスタの堅殻,3,ランゴスタの薄羽,2,ランゴスタの羽,4,モンスターの体液,5
EXランゴグリーヴ,0,1,4,0,5,99,0,36,112,-2,1,1,1,2,剣術,2,回避距離,2,体力,-2,,,,,虹色鉱石,1,ランゴスタの薄羽,3,ランゴスタの堅殻,5,マレコガネ,4
EXランゴレギンス,0,2,4,0,5,99,0,18,56,-2,2,2,2,3,散弾強化,2,回避距離,2,体力,-2,,,,,虹色鉱石,1,ランゴスタの薄羽,3,ランゴスタの堅殻,5,マレコガネ,4
タロスＳグリーヴ,0,1,4,1,4,7,0,36,112,-1,-1,-1,-1,4,龍属性攻撃,4,龍耐性,3,,,,,,,カンタロスの薄羽,2,カンタロスの堅殻,3,カンタロスの羽,6,モンスターの体液,5
タロスＳレギンス,0,2,4,1,4,7,0,18,56,-1,-1,-1,-1,6,龍耐性,3,龍属性攻撃,3,,,,,,,カンタロスの薄羽,2,カンタロスの堅殻,3,カンタロスの羽,6,モンスターの体液,5
EXタロスグリーヴ,0,1,4,1,5,99,0,40,116,-1,-1,-1,-1,4,龍属性攻撃,2,ガード性能,2,体術,-2,,,,,虹色鉱石,1,カンタロスの薄羽,3,カンタロスの堅殻,5,マレコガネ,4
EXタロスレギンス,0,2,4,1,5,99,0,20,58,-1,-1,-1,-1,6,龍属性攻撃,2,精密射撃,2,体術,-2,,,,,虹色鉱石,1,カンタロスの薄羽,3,カンタロスの堅殻,5,マレコガネ,4
タロスＲグリーヴ,0,1,4,1,6,99,0,32,108,-1,-1,-1,-1,4,龍属性攻撃,6,龍耐性,1,,,,,,,獰猛な爪,1,カンタロスの堅殻,7,モンスターの濃汁,3,獰猛化素材(上位pts),8
タロスＲレギンス,0,2,4,1,6,99,0,16,54,-1,-1,-1,-1,6,龍属性攻撃,6,龍耐性,1,,,,,,,獰猛な爪,1,カンタロスの堅殻,7,モンスターの濃汁,3,獰猛化素材(上位pts),8
ブナハＳブーツ,0,1,4,0,4,7,0,32,108,-2,0,0,0,2,斬れ味,5,火耐性,-2,,,,,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,1,モンスターの体液,3
ブナハＳフット,0,2,4,0,4,7,0,16,54,-2,1,1,1,3,弾薬節約,5,火耐性,-2,,,,,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,1,モンスターの体液,3
ファンゴＳグリーヴ,0,1,4,1,4,7,0,36,112,0,2,-2,1,0,攻撃,4,,,,,,,,,大猪の硬い皮,4,大猪の大牙,3,獣骨,8,巨獣の毛,5
ファンゴＳレギンス,0,2,4,1,4,7,0,18,56,0,3,-2,1,0,攻撃,4,,,,,,,,,大猪の硬い皮,4,大猪の大牙,3,獣骨,8,巨獣の毛,5
アシラＳグリーヴ,0,1,4,0,4,7,0,38,114,-2,0,-2,0,0,防御,5,体術,2,攻撃,-5,,,,,青熊獣の堅腕甲,2,青熊獣の剛毛,4,飛甲虫の甲殻,3,王族カナブン,2
アシラＳレギンス,0,2,4,0,4,7,0,19,57,-2,0,-2,0,0,防御,5,体術,2,攻撃,-5,,,,,青熊獣の堅腕甲,2,青熊獣の剛毛,4,飛甲虫の甲殻,3,王族カナブン,2
ガレオスＳグリーヴ,0,1,4,2,4,7,0,42,118,2,0,0,-3,0,水属性攻撃,3,耐暑,1,火耐性,1,,,,,砂竜の上鱗,4,砂竜の上ヒレ,2,ノヴァクリスタル,2,硬化薬グレート,2
ガレオスＳレギンス,0,2,4,2,4,7,0,21,59,2,0,0,-3,0,水属性攻撃,2,耐暑,1,火耐性,1,,,,,砂竜の上鱗,4,砂竜の上ヒレ,2,ノヴァクリスタル,2,硬化薬グレート,2
